Id	species	Syp/allo	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26
CAS5217	fortis	Sympatry	-0.034300066	-0.028675574	6.47E-04	-0.003219675	-0.003580675	-0.002305516	-0.001323927	-0.0054238	-9.38E-04	-0.001909298	-0.004304924	-0.001280327	-0.003064845	-0.00101979	0.003086989	0.001532929	-0.001418476	0.002119858	0.002532339	-1.91E-04	-2.45E-04	-4.89E-04	-3.92E-04	6.76E-05	3.27E-04	-7.32E-05
CAS5218	fortis	Allopatry	0.047848928	0.014517963	0.007448053	-0.010033447	-0.007098206	0.002334594	0.01104592	0.006293347	0.00454488	-0.001896725	-0.006970881	0.004028244	0.007540941	-3.63E-04	-0.001750689	-0.001355366	-9.31E-04	-0.002739458	0.003174958	1.24E-04	3.47E-04	5.53E-04	-0.001189796	6.21E-04	-5.21E-04	0.003725096
CAS5220	fortis	Allopatry	-0.049372083	-0.047743388	0.013640578	0.008938926	0.008107276	-0.001405541	0.009104681	2.21E-04	-0.007480476	4.68E-04	-0.005017568	-0.00321496	-2.93E-04	-0.001271359	0.003954256	-0.005282975	0.001983332	-0.003695695	-0.00153257	2.84E-05	8.96E-06	2.70E-04	3.14E-04	9.20E-04	5.27E-04	7.74E-04
CAS5221	fortis	Sympatry	-0.050497461	-0.079925085	-0.00178467	0.023429528	-0.002909305	-6.76E-04	0.005203715	4.40E-05	-0.004416398	3.99E-04	2.21E-04	-0.003171683	1.79E-05	0.005474897	0.003501249	0.00187923	-0.002387429	6.54E-04	-6.09E-04	3.26E-04	7.42E-04	2.73E-04	-3.18E-04	1.41E-04	-0.001115596	7.63E-04
CAS5222	fortis	Allopatry	-0.005806827	-0.021890672	-0.006301553	-0.014614448	0.001852409	0.004140489	0.007096856	0.003425959	0.005226909	0.004172837	-0.014787493	0.006469482	-0.010430055	-0.004184925	0.002484253	0.003032477	-0.005028186	0.00511092	3.90E-04	-0.001763665	0.00154435	0.003922956	0.002318623	-0.003200641	3.50E-04	-0.001130651
CAS5223	fortis	Sympatry	-0.060812366	0.026376767	-0.010091013	0.007972515	-0.007613646	-0.002626356	-0.003348558	0.002606459	0.004963897	5.98E-04	0.001348399	-6.28E-04	0.004186677	-0.001535412	0.001572541	0.001454126	-0.002356014	-5.74E-04	0.003077697	-7.34E-04	-1.32E-04	9.16E-05	1.31E-04	-3.89E-04	3.79E-04	2.70E-04
CAS5231	fortis	Allopatry	0.048960278	-0.032867938	-0.010804501	-0.004480272	-0.006386652	-0.001999057	0.008663535	0.001689344	0.013456343	0.004418905	0.002106395	-0.004866498	-0.006090766	-0.006847228	-0.008674926	0.004854047	0.002161679	4.77E-04	0.004473286	-0.001254004	6.84E-04	0.004246479	-0.001206209	0.002588578	0.001756766	-0.002778644
CAS5232	fortis	Sympatry	0.031750782	-0.087745954	-0.011410044	-0.003185431	0.004220601	0.001761353	4.95E-04	0.003954076	0.012740261	0.002623944	3.64E-04	0.004460614	-0.004988145	0.007879887	0.003457427	0.004782755	-0.004572325	0.003627634	0.002029059	0.0049063	0.001983995	-0.004130416	5.59E-04	-0.002727693	0.003514739	0.001216561
CAS5234	fortis	Sympatry	0.024344133	-0.003085475	0.015992693	-0.009793477	-0.0104398	0.004082068	-7.14E-04	0.009929346	0.01021329	0.003861792	-0.014363065	0.01112604	0.001754319	-0.008138034	0.004448622	0.003637304	0.002623969	-0.004437307	0.003863727	-0.001053873	-0.002456175	-0.00407877	-0.001155371	-0.002319572	5.26E-04	-4.26E-04
CAS5235	fortis	Allopatry	-0.001801546	-0.013834128	0.021274176	0.007893751	0.009120144	0.006725609	-0.008101476	1.18E-04	-0.003072848	-0.002240772	-7.92E-04	8.86E-04	-4.11E-04	0.001533958	-9.88E-04	-0.001026014	-0.002946869	-0.001529676	0.001214963	-4.66E-04	-1.45E-04	9.43E-04	-3.65E-04	-4.52E-04	-4.43E-04	-6.62E-04
CAS5238	fortis	Allopatry	-0.04677831	-0.031394362	0.020843299	-4.49E-04	-0.005506811	-0.003137825	-0.001384843	0.002890636	-8.20E-04	-3.28E-04	0.002228079	2.78E-04	4.19E-05	-2.77E-04	-6.33E-05	-0.001378458	0.001159117	-4.68E-04	-0.001711079	6.78E-04	-1.18E-05	-6.09E-04	4.06E-04	3.21E-04	5.94E-04	1.20E-04
CAS5246	fortis	Allopatry	-0.00700953	-0.01828428	0.001315541	-0.022971068	-5.46E-04	0.014850046	0.022324479	0.011487915	-0.001564999	0.00160695	0.003841112	-1.11E-04	4.39E-04	0.004560166	-4.96E-04	3.94E-04	2.42E-04	0.002325488	4.12E-04	6.36E-04	-0.005738908	1.69E-04	-0.00110811	-0.001065691	6.28E-04	-0.001833013
CAS5247	fortis	Sympatry	-0.120363559	-0.034236011	0.007833084	-0.007281158	0.008851318	0.005122413	-0.002071512	0.001006018	-0.004040061	-0.002487009	0.003000701	-0.001203418	0.001349454	-0.003098749	0.001174752	-3.32E-04	-0.00234415	-9.62E-04	0.002614538	-3.02E-04	-1.02E-05	2.62E-04	-4.96E-04	-0.001316002	5.19E-04	3.95E-04
CAS5251	fortis	Allopatry	0.101620847	0.034809033	0.001332035	-0.043056815	-0.00266211	0.007045142	-0.002815138	0.008759997	0.004469863	9.19E-05	-0.016687077	0.003807548	0.001651839	-0.002546057	-0.001279006	-0.003155011	-0.005726615	-0.002709059	-0.004197362	0.006567712	0.002122909	9.56E-04	0.001414312	4.92E-04	0.00269596	0.001779432
CAS5253	fortis	Allopatry	0.034179824	0.002529425	-0.004225945	-9.20E-04	0.00131865	0.019861139	-0.006321833	-0.00295437	0.002194694	0.004591077	0.007284138	3.69E-04	3.34E-04	-0.005645133	4.71E-04	0.006962289	0.002306651	0.003602199	-0.002378415	-0.004768647	-0.0025549	7.59E-04	-6.24E-04	1.44E-04	-7.12E-04	-4.15E-04
CAS5254	fortis	Allopatry	-0.014603336	-0.008305778	0.010056918	0.024587929	-0.002371877	-0.001777543	0.00292693	-3.73E-04	-0.001149527	-0.003414502	8.13E-04	0.003682379	-5.40E-06	0.003892064	0.00360336	0.001627257	-9.96E-05	-0.001475876	8.14E-04	-5.42E-04	0.001441041	1.39E-04	7.63E-04	3.01E-04	-9.73E-04	8.47E-05
CAS5255	fortis	Allopatry	0.10228664	-0.050150785	-0.014804555	-0.013972502	-0.007168469	1.33E-04	0.008909918	-0.014898333	-0.002338155	0.0049992	0.011773402	3.93E-04	0.006775411	-0.002463224	8.03E-04	-0.005198248	-0.002998435	-0.001970093	-0.003766827	-0.002360617	0.002163793	0.001576067	-0.002799777	0.001871262	0.001914799	8.07E-04
CAS5257	fortis	Sympatry	-0.095866283	-0.0345146	-0.024228116	0.002429966	-0.005795525	-0.008410381	0.00480071	0.004314281	0.009520693	0.009952218	0.007705015	5.47E-04	-0.010110989	0.005950437	-0.003275189	-6.03E-04	1.98E-05	-0.003907962	4.28E-04	-0.005149645	0.005639746	0.002185339	-3.93E-04	-0.005337114	6.65E-04	-0.001383514
CAS5259	fortis	Allopatry	-0.024732098	0.037663326	-0.010368552	0.017014893	-0.018102427	-0.003867166	-0.002689378	0.002882182	-0.001193245	-0.009416524	-0.006313339	-0.002961912	0.005179451	0.006824951	2.61E-04	-6.15E-04	0.003400651	0.003426832	2.43E-05	0.004661084	6.57E-04	0.001706867	4.71E-04	9.51E-04	-0.001139159	-4.13E-05
CAS5260	fortis	Allopatry	-0.114388004	-0.018381616	-0.009247758	-0.004210773	0.00541779	0.010668736	-0.005048216	0.003252813	-0.002010982	0.001479404	-0.002326197	-0.002657904	-0.001983499	-5.20E-04	0.001275746	0.001192132	8.12E-04	7.19E-04	8.98E-04	-6.25E-04	-2.56E-04	-3.47E-04	-4.68E-04	1.07E-04	0.001168638	-3.30E-05
CAS5262	fortis	Sympatry	6.89E-04	-0.031921811	-0.001850584	0.008504185	-0.003413314	-0.011434194	-0.00338734	-0.008846882	-0.003359625	-0.001362145	-0.001630569	-0.004477228	0.004542274	-0.004342876	-0.004950507	0.002434554	0.001748256	-5.06E-04	-0.001293163	0.006241119	0.001199709	-8.79E-04	8.47E-04	-9.19E-04	-0.003357856	-0.001510777
CAS5266	fortis	Sympatry	0.049860692	0.043058713	-0.047967854	-0.006772245	-0.00444448	-0.010969966	-3.18E-04	0.012364006	-0.007252578	0.00387537	-0.004434429	0.001768973	0.004123355	-0.004369846	6.45E-04	-0.001416419	-6.94E-04	-9.52E-05	8.92E-04	-0.001446524	-7.64E-04	3.22E-04	-9.15E-04	0.002671113	0.001474101	-8.98E-04
CAS5267	fortis	Allopatry	-0.022794942	-0.063925732	0.114171117	-0.004876575	-0.053332636	0.006250145	-0.019360153	-0.022021529	0.016052761	0.015147678	-0.015599521	-0.001677766	-0.003328783	0.001905619	-0.007435985	-0.006112287	-5.09E-04	9.57E-04	-0.001226916	7.41E-04	-2.23E-04	-3.84E-04	-0.001953613	-8.35E-04	9.91E-04	-0.001860298
CAS5275	fortis	Allopatry	0.078004976	0.002973898	0.021660396	-0.007975733	-0.008688228	0.004579602	-0.00693827	0.017349753	-0.002268044	0.002408944	0.005964591	-0.009259102	-0.002633467	-0.006286299	-0.004651625	-0.003455666	0.011578417	-1.94E-04	0.009534131	0.002622912	0.00413034	-0.001897843	0.00148029	0.00161771	-0.003816695	-0.002431881
CAS5277	fortis	Allopatry	-0.031256646	0.038175055	0.009141317	0.014163327	0.013014299	-0.008361162	-0.002760748	0.001764066	0.003441362	-0.003589426	3.02E-04	-0.001367235	0.003268457	9.57E-04	0.002285022	0.001911245	-0.001892284	0.002747996	0.002109151	3.50E-04	4.36E-04	0.001276009	-4.33E-04	3.89E-04	0.001074451	3.79E-04
CAS5278	fortis	Sympatry	0.055447606	-0.018122415	-5.89E-06	-0.015697608	0.003033207	-0.004302262	-0.013812599	0.002426198	9.10E-04	0.005984711	0.002111472	0.006305012	-4.64E-04	0.00234273	-0.00136233	-0.003082115	-0.007235723	0.006996877	-1.30E-04	-0.004031966	0.00336991	-0.00265435	-0.003576297	-0.001679918	-0.002537127	-0.003982638
CAS5280	fortis	Sympatry	0.02852275	-0.025999419	0.003466442	-0.001440019	-0.006214032	9.77E-04	0.001419836	-7.30E-04	0.001616905	-0.005936452	0.004195655	5.95E-04	-0.008912642	0.006433807	-0.001159679	0.002130293	-0.001439852	0.007742775	0.006273182	0.003382756	-0.001600214	0.002228671	0.002045671	9.07E-04	-0.001084428	-7.25E-05
CAS5282	fortis	Sympatry	-0.049526905	-0.005603688	0.049713097	-0.004356823	-4.39E-04	-0.004338635	0.008703948	0.003464129	-0.00578508	-0.003616175	2.44E-04	6.79E-04	0.001720295	-0.003662366	0.002512864	-0.004410183	-1.73E-04	-0.001509779	-4.19E-04	-3.35E-04	-7.81E-05	3.22E-04	7.28E-04	5.79E-04	3.43E-04	-3.17E-04
CAS5284	fortis	Allopatry	-0.007471515	-0.015578866	0.044924528	0.010978603	0.004409331	-8.88E-04	0.001734398	0.001785787	-0.00218882	-0.004191835	-7.39E-04	-0.001963518	-0.003823375	0.00238826	-9.87E-04	-0.002071143	3.90E-04	-0.001128608	-1.98E-04	7.39E-04	4.93E-04	-7.01E-05	-3.68E-04	1.14E-04	-8.48E-04	-7.40E-04
CAS5285	fortis	Allopatry	-0.024543367	-0.033427702	-0.005409723	0.011129939	-0.004309846	0.00191938	0.002320952	-2.88E-04	-0.001351141	-0.003675627	0.003248036	0.002306737	-0.004657933	-0.004032247	-3.58E-04	-0.002108505	3.29E-04	-0.001086711	-0.002285271	-7.10E-04	1.19E-04	-0.001084167	0.001053756	-4.14E-05	1.01E-04	-3.45E-04
CAS5286	fortis	Sympatry	0.107853368	-0.00464462	-0.015409713	0.016926703	0.001375738	0.024577676	0.002696684	0.003279773	0.012657414	-0.015861985	-8.00E-05	-0.006171559	-0.00673576	0.007224446	-0.016344257	-0.001630525	-0.006280668	0.004224799	-0.00346214	0.00275162	-1.46E-04	-0.003559452	-2.46E-04	-5.79E-04	0.003383442	0.001327833
CAS5288	fortis	Sympatry	-0.028199194	-0.01465668	0.003537974	0.011313122	-0.006581201	-2.52E-04	0.00278061	-0.001157356	5.18E-04	0.003661065	-8.62E-04	0.005127948	-5.58E-04	-0.001387823	3.40E-04	4.10E-04	-7.21E-04	-0.001848243	0.001803164	-1.67E-04	3.21E-04	-7.93E-04	8.31E-04	5.15E-04	2.63E-04	5.75E-05
CAS5289	fortis	Sympatry	0.030772451	-0.057516396	-0.016009519	-0.006481829	0.002089349	-0.00172697	-0.001211471	0.001948519	0.001478837	-0.003741836	0.009296805	0.003869749	-0.004400593	0.004619759	-0.001531917	-0.002486229	0.006382427	-4.38E-04	-0.00356	6.76E-04	0.002427582	0.005734868	-4.33E-04	0.002111018	-0.001948404	-2.52E-04
CAS5290	fortis	Allopatry	0.049024568	-0.008976832	-0.005736352	0.010939698	0.009206915	0.009620434	0.003849214	-0.005234214	0.020720682	-0.002693965	-6.44E-04	-0.005264816	0.001726081	0.001542764	0.012362703	0.001694988	6.95E-04	-0.002383205	0.002536036	-0.001429407	0.004924084	-0.003136541	1.85E-04	-0.001041456	-9.38E-04	0.002276321
CAS5293	fortis	Sympatry	0.033101488	-0.011501901	0.01150492	-0.00655075	0.010112977	-0.022093773	0.004010226	-0.003419375	0.007150644	-0.010279369	-0.005936712	0.002815332	-0.00346143	-0.00124044	0.003679436	0.002291577	-0.001371744	-9.81E-05	0.003491907	-0.002794555	-0.001447178	-0.003538335	-6.82E-04	0.002439961	0.003635979	-3.95E-04
CAS5295	fortis	Sympatry	-0.127336077	-0.051636404	0.02700862	0.013506095	-0.009896849	-0.002261126	0.006921604	-0.001688437	0.009624318	0.001880033	-0.002629846	-0.006330285	0.002671865	-0.006089352	0.002810378	-0.004700954	-0.005842038	0.003468197	-0.003795861	1.98E-04	-8.63E-05	-9.72E-04	3.87E-05	7.80E-04	-1.34E-04	3.92E-04
CAS5296	fortis	Allopatry	0.054268636	-0.017928555	-0.012495445	-0.002648534	-0.023313514	0.004313309	-0.008564292	0.005768434	0.012166011	8.92E-04	-0.001149557	0.003218787	-0.001015111	-0.003373296	-0.001940538	3.12E-04	2.22E-04	0.003449748	0.004072065	3.25E-04	2.85E-04	-4.23E-04	0.003569845	-0.001219571	9.33E-04	8.16E-04
CAS5299	fortis	Allopatry	-0.050798362	0.029511573	0.021856029	0.012090517	0.007614824	-0.004347439	0.003744013	0.003461964	-9.67E-04	-0.001611038	-8.14E-04	-0.002632649	9.62E-04	6.51E-04	-8.75E-04	-0.004406001	-8.29E-04	-0.002062491	-1.57E-04	5.53E-04	-7.26E-04	0.001350507	3.88E-06	3.68E-05	-3.43E-04	-3.70E-04
CAS5303	fortis	Sympatry	0.02735827	-0.078767072	-0.01936881	0.015847631	0.01198953	-0.009072707	-0.001057642	-0.016687319	0.010117243	0.010625697	0.004238108	-0.003435384	4.38E-04	0.001783418	0.007485118	-0.005754793	0.002134028	3.84E-04	0.001927079	-0.002618886	2.81E-04	0.002349135	-0.002829326	0.001910892	-1.85E-04	-0.001600676
CAS5309	fortis	Sympatry	0.010454578	-0.039963808	-0.011128023	-0.002451475	0.004076359	-1.98E-04	8.72E-04	0.006747534	0.005309496	-0.003326687	-0.007900562	-0.005013109	6.09E-04	-3.89E-04	-0.005339018	-0.004506221	0.012713668	-7.41E-04	-0.001143552	-0.004163637	-0.002767584	0.001096429	1.46E-04	-0.001275842	-9.04E-05	4.03E-04
CAS5312	magnirostris	Allopatry	-0.1333709	0.075550064	-0.017156792	-0.00286874	0.006282728	0.018312108	-0.007532602	-0.008124548	0.002257467	-0.001351708	-5.38E-05	0.002462418	0.003682098	-0.003789345	-1.68E-04	-0.00568748	0.007096958	-0.003333595	0.001254076	0.001180162	-2.79E-04	7.05E-04	-8.41E-04	-0.00180748	3.71E-04	6.11E-04
CAS5314	magnirostris	Sympatry	0.045054577	0.007967393	0.019621454	0.014603	-0.025214693	0.009686072	-0.002187749	0.001674599	-0.008359417	-0.006206634	0.008734896	0.001145197	0.00525514	-0.005351121	0.005763546	-0.003555565	-5.37E-04	0.002229974	0.001335304	-0.002399481	0.001292902	1.77E-04	-9.93E-04	-0.003005849	0.002900599	-6.17E-04
CAS5316	magnirostris	Sympatry	0.049927424	0.031788932	-9.83E-04	0.008383599	-7.92E-04	-0.010682054	0.002716766	-1.32E-04	0.002124928	0.006803532	-0.004891282	-0.003074262	-0.00705334	-0.002424876	-2.76E-04	-0.00524094	6.14E-05	-0.004160512	3.06E-04	-0.001651333	-0.001892237	-7.26E-04	-8.33E-04	-6.34E-05	-7.12E-04	-7.80E-04
CAS5317	magnirostris	Sympatry	0.015155332	0.076831235	0.025685506	-0.014022498	0.005433801	9.60E-04	-0.003417727	0.001309749	3.26E-04	-0.00100972	0.007894693	0.00295057	9.99E-04	0.002482669	-2.68E-04	-0.00344689	0.001474452	0.002942506	-0.002523053	-0.001026169	-0.00364237	-9.54E-04	-4.28E-04	-0.001555874	-0.001152036	0.001510531
CAS5318	magnirostris	Allopatry	0.143252679	0.077870793	0.053795703	-0.009253442	0.003539726	-0.004901196	-0.014692834	-0.004509942	-0.002858184	0.002381053	0.008736792	0.001052205	0.003927165	0.003503258	0.003582769	2.14E-04	0.002444875	-0.004303343	-0.00225994	-0.00102292	0.001052604	-0.002644569	0.003739423	0.00162642	-0.00329653	-3.44E-04
CAS5319	magnirostris	Allopatry	0.022355931	-0.011186425	0.033425592	-0.00454939	-0.00191578	0.01373153	-0.01489192	0.01032897	-0.022848891	0.003225954	0.004013336	-0.002965765	3.47E-04	0.001470134	-0.003063771	0.002137766	-4.81E-04	0.001818451	0.005957105	-0.001189803	1.06E-04	0.001693348	0.001057149	-7.07E-04	0.001676319	-6.21E-04
CAS5320	magnirostris	Sympatry	0.080448581	0.036155123	-0.008699613	7.19E-04	-0.011062349	-0.009159178	0.002320724	-0.004337953	-0.004602332	-1.29E-04	-9.06E-04	0.003923674	-0.005828138	-0.001885277	4.04E-04	-0.005857003	-0.001921955	0.003856598	-0.002902163	-0.00226208	-3.40E-04	4.62E-04	0.00201795	2.31E-04	-0.003529859	0.001775848
CAS5323	magnirostris	Allopatry	0.015740207	0.019517196	-0.009088303	-0.026421604	-0.005196977	-0.014993476	-0.004323649	-0.004503712	-0.005016019	0.003007259	-0.003537755	-0.001848242	0.002118186	-0.011818535	0.00428884	-0.002508854	-0.002692423	-3.45E-04	8.53E-04	-7.98E-04	1.00E-03	-0.002510397	-0.00168833	-0.001051029	-0.001155247	0.001024742
CAS5325	magnirostris	Sympatry	0.029329458	0.0295593	-0.001915724	0.002638583	0.00376325	0.004558238	0.010252686	7.36E-04	-0.009051121	0.002995332	0.010108234	0.001217701	-0.008530708	-0.002291846	-8.18E-04	-0.001005359	0.002452533	-0.001761101	-0.002603319	1.83E-04	-3.76E-04	-0.001903882	2.28E-04	-0.001607282	0.00193403	-2.88E-04
CAS5327	magnirostris	Allopatry	0.059168568	0.012278653	0.004525779	0.002323179	-0.002572732	-0.015420228	0.002653532	-0.011591992	-0.006625942	-0.003725528	0.004486216	0.006412353	-0.001676438	-0.002702294	-0.001347159	-7.75E-04	-7.86E-04	0.005110086	0.001808148	-0.001099219	1.97E-04	-0.001023492	5.36E-04	0.001004725	-8.17E-04	0.001915354
CAS5328	magnirostris	Sympatry	0.022563862	0.011079852	-0.008025125	0.001530285	0.008770839	0.006694423	0.001389414	0.005993209	0.003946155	0.002923192	-0.001488835	-0.006753631	8.32E-04	-0.005441569	-0.001636784	-0.004341905	0.005983127	0.00214273	-0.005647166	-0.004116031	8.40E-04	5.23E-04	-4.94E-04	0.001412157	-9.24E-04	-5.95E-04
CAS5329	magnirostris	Sympatry	0.091704568	0.049422523	0.021653702	0.003459827	-0.002292002	-0.017397975	-0.011489643	-0.004522475	-0.002742121	-0.004594612	0.001771099	-4.20E-04	-0.006235027	8.02E-04	-4.65E-04	1.84E-04	-0.003645983	-2.83E-05	-0.003913288	-0.001586165	-2.73E-04	0.001003216	9.48E-04	-9.19E-04	3.56E-04	8.44E-04
CAS5331	magnirostris	Sympatry	-0.028971712	0.096753888	0.013778604	0.008065825	0.001757643	0.011645136	-0.003795211	-0.006731943	0.002569374	0.005189013	-0.006462215	-0.002841921	6.38E-04	-0.004989288	-0.003843578	0.007503063	0.008139753	-6.64E-04	-0.003499708	0.001843559	-0.002884694	3.59E-04	0.001705534	-0.001400255	-1.29E-04	3.77E-04
CAS5332	magnirostris	Sympatry	0.128872808	0.061696274	0.022774306	-0.002709476	0.014854789	0.006757433	0.004477607	-0.002437196	-0.005056831	-0.00161088	0.007862116	-0.004866813	0.004722727	0.001082909	0.007104451	0.003446771	0.002947546	0.0030855	0.002802395	-0.002256372	0.001656991	0.002439779	0.004160569	0.002651049	-3.15E-05	0.001005098
CAS5333	magnirostris	Sympatry	-0.018380411	0.03403432	-0.026538768	-0.001236839	-0.008112112	-0.005867344	-0.00427475	-0.001502361	-0.010641801	-7.62E-05	-0.007194169	-0.003752335	-8.17E-04	-0.002741574	-0.001187695	-0.001780238	9.02E-04	-0.002341417	-0.00140407	-0.00110341	-0.001565061	2.20E-04	0.001608714	-0.002266409	-0.002230835	6.22E-04
CAS5334	magnirostris	Sympatry	0.042604267	0.001121195	-0.018119258	-5.04E-04	0.005721228	0.009129151	-0.011450222	0.006777466	-6.35E-04	-0.007301461	-0.001295649	-0.007709223	0.001714915	-0.005600484	-0.006195872	0.004483426	-0.003991927	-0.002802791	-0.002086336	0.002266558	-3.69E-04	1.63E-04	7.28E-04	2.02E-04	-0.002701326	9.38E-05
CAS5335	magnirostris	Sympatry	0.050099797	0.019396225	0.016248242	-0.006789281	0.027277743	-0.012221684	-0.001386676	0.004487657	0.005318964	0.001245372	0.005624607	0.00221021	-1.65E-04	-0.003969613	3.72E-04	-0.003120047	-0.005173478	0.005918313	-0.001455873	9.40E-04	8.21E-05	-0.003465786	-7.86E-04	-5.77E-04	-8.53E-04	-4.62E-04
CAS5336	fortis	Sympatry	0.044413094	0.014719711	-0.004993371	-0.004809229	-0.028519812	-0.012429459	-0.012266294	-7.42E-04	0.007337515	0.001942438	-0.015389349	-0.004722339	0.001088919	0.003656104	2.84E-04	-0.001792231	-0.003327236	-0.002059514	0.001744184	-4.15E-04	0.002317754	0.001030184	-0.002337174	-0.001076132	0.00153832	-0.001787215
CAS5337	magnirostris	Sympatry	0.10805368	0.022156877	0.015292281	0.007018595	-0.004922177	-0.012711163	9.14E-04	-0.004866455	-0.001166301	-0.00415805	-0.002602426	-0.001688621	-0.004482018	-6.86E-04	1.90E-04	0.00344649	0.001108596	-0.004729238	0.001111137	-0.001904828	4.40E-04	0.002129949	8.77E-04	-0.001325162	-9.44E-04	7.68E-04
CAS5339	fortis	Allopatry	-0.013747273	-0.009435046	0.011105317	0.029814223	-0.001028372	0.009128959	-0.001678318	-0.004667547	-2.00E-04	-0.003831897	-0.004108642	0.001406248	-0.001206465	-1.98E-05	-0.001109889	-0.001496415	0.001620184	4.94E-04	0.001346296	-6.03E-06	-1.31E-05	-5.21E-04	7.26E-04	-3.25E-04	1.14E-04	1.17E-04
CAS5340	fortis	Sympatry	0.021384694	-0.010220404	-0.013596385	-0.005412977	-0.009725802	-0.018117345	0.003052021	-0.002072914	-0.00163018	-0.014814496	2.06E-04	0.00889413	-0.002636037	-0.006515318	-0.004845529	3.02E-04	6.53E-04	-9.27E-04	0.001853493	2.26E-04	-5.43E-04	-2.27E-04	-0.003501504	-0.00259248	-9.10E-04	9.42E-04
CAS5341	fortis	Allopatry	-0.080368333	-0.016257341	-0.009931194	0.012198725	-0.005742192	0.0039278	0.001672869	-0.003478512	-0.005015128	-6.76E-04	-0.001602237	5.54E-04	-0.001840491	7.84E-04	0.001087588	2.42E-05	1.12E-04	3.29E-05	-2.10E-04	-2.82E-04	1.79E-04	-4.32E-04	3.58E-05	-7.06E-04	5.01E-05	0.001226819
CAS5343	fortis	Sympatry	-0.105626575	-0.001285978	0.007191467	0.00833965	-0.013541034	0.007230544	0.005355554	0.005070675	0.001217538	0.004625492	0.001413151	-0.001542739	6.74E-04	-0.002551352	0.00147701	-8.64E-04	0.001247101	0.002170215	1.37E-04	-6.83E-04	-8.52E-04	-5.73E-04	1.70E-04	9.80E-04	2.78E-04	3.57E-04
CAS5348	fortis	Sympatry	-0.051962558	0.035377916	0.024585328	0.007673182	-0.014553022	-0.006804144	0.011069315	0.009614356	-0.005780595	0.001937542	-8.91E-04	0.006455381	-0.001187319	0.001133899	0.001785876	-0.003118319	-0.001980096	0.001781729	0.002385762	4.34E-04	-7.62E-04	-8.16E-04	-3.22E-04	0.001246504	-4.10E-04	-2.31E-04
CAS5349	fortis	Allopatry	-0.017494165	-0.055599982	0.005130951	-0.008079642	2.68E-04	-0.002282656	0.005230491	0.008253139	-0.001044656	0.001228137	-0.002117779	-0.00279302	0.001060648	-0.00270439	0.002415724	0.003581235	0.0036454	-0.002361067	-5.63E-04	-8.37E-05	-1.80E-04	-1.12E-04	5.18E-04	9.81E-04	-5.14E-04	4.36E-05
CAS5350	fortis	Allopatry	-0.013319371	-0.040331649	-5.45E-04	-0.007680211	0.016586153	-0.010946143	1.35E-05	-5.34E-04	-0.004813139	0.003475117	-0.004282385	-7.97E-05	-0.001419889	7.01E-04	-0.003021182	-0.002042092	-8.52E-04	5.82E-04	2.10E-04	6.49E-04	-6.09E-04	4.65E-04	2.66E-04	-7.36E-05	-1.78E-04	3.93E-04
CAS5352	fortis	Allopatry	0.038820567	0.035722321	0.009140183	-0.017384961	2.36E-04	-0.00465882	0.011595732	9.69E-04	-0.004552728	0.007021357	-0.004056008	-0.001023869	5.14E-04	-0.002702087	0.004928271	0.006424977	-0.004933534	0.001891645	-0.001832609	0.002776594	-1.41E-04	-0.001485271	0.005660055	-2.35E-04	-2.51E-05	2.67E-04
CAS5354	fortis	Allopatry	-0.058468039	0.019088815	0.0091198	0.004747251	-0.003436059	0.007580467	-0.001899815	0.002852529	0.002222267	0.006594049	-0.01038692	0.00465014	0.009217716	-0.005038067	-0.002697469	0.006611147	-0.004470692	-4.13E-04	-0.00528411	0.001899881	0.001281788	-6.11E-04	-1.86E-04	0.002544072	-0.002592213	-0.001920063
CAS5355	fortis	Allopatry	-0.138263005	0.019675933	-0.047422015	-0.004554815	0.00568764	-0.001090652	-0.01209261	4.06E-04	-0.011830089	1.50E-04	-0.001856522	2.99E-04	-1.03E-04	0.00561801	-0.004087756	0.00270814	0.001963653	-0.00538719	0.004038986	-9.99E-04	-6.50E-04	-4.97E-04	-4.45E-04	-0.001182787	-4.31E-04	0.001050661
CAS5357	fortis	Sympatry	-0.010375225	-0.00568112	0.001551722	-0.002611636	-0.001639675	-0.01341734	-0.010306037	5.91E-04	-0.014456031	0.004938596	-0.002684452	0.002306526	0.004848248	0.003203805	-0.001395183	0.001044759	-0.002585055	0.003086348	-0.007299805	-0.00380604	-1.83E-04	0.002030532	0.002015026	0.001739872	3.80E-04	4.16E-04
CAS5360	fortis	Allopatry	-0.050314162	-0.004950167	0.003396063	-0.016863173	0.014798043	-0.006068631	-0.005203831	-0.004403363	6.83E-04	-0.00256057	-0.004514431	-1.01E-04	-0.003010872	-9.94E-04	0.001200556	1.02E-06	-0.001024236	-0.001587644	-3.96E-05	2.46E-04	-2.16E-04	3.91E-04	-7.38E-04	-7.37E-04	0.001115887	-2.60E-04
